# File written by the predict_spectrum.py script.
# frequency (cm^-1)	Intensity
6.14057e+02	7.64087e-02
6.14757e+02	7.66603e-02
6.15458e+02	7.69132e-02
6.16158e+02	7.71674e-02
6.16858e+02	7.74228e-02
6.17559e+02	7.76795e-02
6.18259e+02	7.79376e-02
6.18959e+02	7.81969e-02
6.19660e+02	7.84575e-02
6.20360e+02	7.87194e-02
6.21061e+02	7.89827e-02
6.21761e+02	7.92473e-02
6.22461e+02	7.95133e-02
6.23162e+02	7.97806e-02
6.23862e+02	8.00493e-02
6.24562e+02	8.03193e-02
6.25263e+02	8.05908e-02
6.25963e+02	8.08636e-02
6.26663e+02	8.11379e-02
6.27364e+02	8.14135e-02
6.28064e+02	8.16906e-02
6.28764e+02	8.19691e-02
6.29465e+02	8.22491e-02
6.30165e+02	8.25305e-02
6.30865e+02	8.28133e-02
6.31566e+02	8.30977e-02
6.32266e+02	8.33835e-02
6.32966e+02	8.36708e-02
6.33667e+02	8.39596e-02
6.34367e+02	8.42500e-02
6.35068e+02	8.45418e-02
6.35768e+02	8.48352e-02
6.36468e+02	8.51302e-02
6.37169e+02	8.54267e-02
6.37869e+02	8.57248e-02
6.38569e+02	8.60244e-02
6.39270e+02	8.63257e-02
6.39970e+02	8.66285e-02
6.40670e+02	8.69330e-02
6.41371e+02	8.72391e-02
6.42071e+02	8.75468e-02
6.42771e+02	8.78562e-02
6.43472e+02	8.81673e-02
6.44172e+02	8.84800e-02
6.44872e+02	8.87944e-02
6.45573e+02	8.91105e-02
6.46273e+02	8.94283e-02
6.46973e+02	8.97478e-02
6.47674e+02	9.00691e-02
6.48374e+02	9.03921e-02
6.49075e+02	9.07169e-02
6.49775e+02	9.10435e-02
6.50475e+02	9.13718e-02
6.51176e+02	9.17019e-02
6.51876e+02	9.20339e-02
6.52576e+02	9.23677e-02
6.53277e+02	9.27033e-02
6.53977e+02	9.30408e-02
6.54677e+02	9.33801e-02
6.55378e+02	9.37214e-02
6.56078e+02	9.40645e-02
6.56778e+02	9.44095e-02
6.57479e+02	9.47565e-02
6.58179e+02	9.51054e-02
6.58879e+02	9.54562e-02
6.59580e+02	9.58091e-02
6.60280e+02	9.61639e-02
6.60980e+02	9.65207e-02
6.61681e+02	9.68795e-02
6.62381e+02	9.72403e-02
6.63082e+02	9.76032e-02
6.63782e+02	9.79682e-02
6.64482e+02	9.83352e-02
6.65183e+02	9.87043e-02
6.65883e+02	9.90755e-02
6.66583e+02	9.94489e-02
6.67284e+02	9.98243e-02
6.67984e+02	1.00202e-01
6.68684e+02	1.00582e-01
